,keyword,type,date,index
0,消化道出血,all,2018-05-20,80
0,消化道出血,all,2018-05-21,137
0,消化道出血,all,2018-05-22,151
0,消化道出血,all,2018-05-23,147
0,消化道出血,all,2018-05-24,146
0,消化道出血,all,2018-05-25,143
0,消化道出血,all,2018-05-26,146
0,消化道出血,all,2018-05-27,92
0,消化道出血,all,2018-05-28,71
0,消化道出血,all,2018-05-29,132
0,消化道出血,all,2018-05-30,133
0,消化道出血,all,2018-05-31,74
0,消化道出血,all,2018-06-01,70
0,消化道出血,all,2018-06-02,83
0,消化道出血,all,2018-06-03,133
0,消化道出血,all,2018-06-04,71
0,消化道出血,all,2018-06-05,137
0,消化道出血,all,2018-06-06,137
0,消化道出血,all,2018-06-07,141
0,消化道出血,all,2018-06-08,131
0,消化道出血,all,2018-06-09,70
0,消化道出血,all,2018-06-10,86
0,消化道出血,all,2018-06-11,131
0,消化道出血,all,2018-06-12,131
0,消化道出血,all,2018-06-13,149
0,消化道出血,all,2018-06-14,67
0,消化道出血,all,2018-06-15,142
0,消化道出血,all,2018-06-16,130
0,消化道出血,all,2018-06-17,126
0,消化道出血,all,2018-06-18,79
0,消化道出血,all,2018-06-19,143
0,消化道出血,all,2018-06-20,131
0,消化道出血,all,2018-06-21,93
0,消化道出血,all,2018-06-22,133
0,消化道出血,all,2018-06-23,71
0,消化道出血,all,2018-06-24,65
0,消化道出血,all,2018-06-25,71
0,消化道出血,all,2018-06-26,136
0,消化道出血,all,2018-06-27,136
0,消化道出血,all,2018-06-28,131
0,消化道出血,all,2018-06-29,130
0,消化道出血,all,2018-06-30,131
0,消化道出血,all,2018-07-01,82
0,消化道出血,all,2018-07-02,127
0,消化道出血,all,2018-07-03,137
0,消化道出血,all,2018-07-04,130
0,消化道出血,all,2018-07-05,74
0,消化道出血,all,2018-07-06,130
0,消化道出血,all,2018-07-07,126
0,消化道出血,all,2018-07-08,87
0,消化道出血,all,2018-07-09,71
0,消化道出血,all,2018-07-10,142
0,消化道出血,all,2018-07-11,82
0,消化道出血,all,2018-07-12,148
0,消化道出血,all,2018-07-13,133
0,消化道出血,all,2018-07-14,128
0,消化道出血,all,2018-07-15,73
0,消化道出血,all,2018-07-16,82
0,消化道出血,all,2018-07-17,141
0,消化道出血,all,2018-07-18,79
0,消化道出血,all,2018-07-19,83
0,消化道出血,all,2018-07-20,140
0,消化道出血,all,2018-07-21,141
0,消化道出血,all,2018-07-22,131
0,消化道出血,all,2018-07-23,141
0,消化道出血,all,2018-07-24,136
0,消化道出血,all,2018-07-25,147
0,消化道出血,all,2018-07-26,69
0,消化道出血,all,2018-07-27,135
0,消化道出血,all,2018-07-28,126
0,消化道出血,all,2018-07-29,135
0,消化道出血,all,2018-07-30,135
0,消化道出血,all,2018-07-31,137
0,消化道出血,all,2018-08-01,140
0,消化道出血,all,2018-08-02,142
0,消化道出血,all,2018-08-03,130
0,消化道出血,all,2018-08-04,73
0,消化道出血,all,2018-08-05,70
0,消化道出血,all,2018-08-06,73
0,消化道出血,all,2018-08-07,130
0,消化道出血,all,2018-08-08,146
0,消化道出血,all,2018-08-09,74
0,消化道出血,all,2018-08-10,79
0,消化道出血,all,2018-08-11,74
0,消化道出血,all,2018-08-12,145
0,消化道出血,all,2018-08-13,156
0,消化道出血,all,2018-08-14,133
0,消化道出血,all,2018-08-15,133
0,消化道出血,all,2018-08-16,129
0,消化道出血,all,2018-08-17,71
0,消化道出血,all,2018-08-18,133
0,消化道出血,all,2018-08-19,70
0,消化道出血,all,2018-08-20,136
0,消化道出血,all,2018-08-21,128
0,消化道出血,all,2018-08-22,146
0,消化道出血,all,2018-08-23,136
0,消化道出血,all,2018-08-24,70
0,消化道出血,all,2018-08-25,82
0,消化道出血,pc,2017-10-29,0
0,消化道出血,pc,2017-10-30,59
0,消化道出血,pc,2017-10-31,0
0,消化道出血,pc,2017-11-01,0
0,消化道出血,pc,2017-11-02,57
0,消化道出血,pc,2017-11-03,59
0,消化道出血,pc,2017-11-04,59
0,消化道出血,pc,2017-11-05,57
0,消化道出血,pc,2017-11-06,0
0,消化道出血,pc,2017-11-07,61
0,消化道出血,pc,2017-11-08,0
0,消化道出血,pc,2017-11-09,0
0,消化道出血,pc,2017-11-10,59
0,消化道出血,pc,2017-11-11,0
0,消化道出血,pc,2017-11-12,0
0,消化道出血,pc,2017-11-13,57
0,消化道出血,pc,2017-11-14,0
0,消化道出血,pc,2017-11-15,0
0,消化道出血,pc,2017-11-16,57
0,消化道出血,pc,2017-11-17,59
0,消化道出血,pc,2017-11-18,0
0,消化道出血,pc,2017-11-19,57
0,消化道出血,pc,2017-11-20,57
0,消化道出血,pc,2017-11-21,0
0,消化道出血,pc,2017-11-22,0
0,消化道出血,pc,2017-11-23,0
0,消化道出血,pc,2017-11-24,0
0,消化道出血,pc,2017-11-25,0
0,消化道出血,pc,2017-11-26,0
0,消化道出血,pc,2017-11-27,0
0,消化道出血,pc,2017-11-28,57
0,消化道出血,pc,2017-11-29,0
0,消化道出血,pc,2017-11-30,0
0,消化道出血,pc,2017-12-01,0
0,消化道出血,pc,2017-12-02,0
0,消化道出血,pc,2017-12-03,0
0,消化道出血,pc,2017-12-04,0
0,消化道出血,pc,2017-12-05,57
0,消化道出血,pc,2017-12-06,59
0,消化道出血,pc,2017-12-07,59
0,消化道出血,pc,2017-12-08,57
0,消化道出血,pc,2017-12-09,57
0,消化道出血,pc,2017-12-10,0
0,消化道出血,pc,2017-12-11,0
0,消化道出血,pc,2017-12-12,0
0,消化道出血,pc,2017-12-13,57
0,消化道出血,pc,2017-12-14,59
0,消化道出血,pc,2017-12-15,0
0,消化道出血,pc,2017-12-16,0
0,消化道出血,pc,2017-12-17,64
0,消化道出血,pc,2017-12-18,57
0,消化道出血,pc,2017-12-19,0
0,消化道出血,pc,2017-12-20,0
0,消化道出血,pc,2017-12-21,0
0,消化道出血,pc,2017-12-22,0
0,消化道出血,pc,2017-12-23,0
0,消化道出血,pc,2017-12-24,57
0,消化道出血,pc,2017-12-25,0
0,消化道出血,pc,2017-12-26,57
0,消化道出血,pc,2017-12-27,0
0,消化道出血,pc,2017-12-28,57
0,消化道出血,pc,2017-12-29,0
0,消化道出血,pc,2017-12-30,59
0,消化道出血,pc,2017-12-31,0
0,消化道出血,pc,2018-01-01,0
0,消化道出血,pc,2018-01-02,0
0,消化道出血,pc,2018-01-03,0
0,消化道出血,pc,2018-01-04,57
0,消化道出血,pc,2018-01-05,0
0,消化道出血,pc,2018-01-06,0
0,消化道出血,pc,2018-01-07,59
0,消化道出血,pc,2018-01-08,0
0,消化道出血,pc,2018-01-09,0
0,消化道出血,pc,2018-01-10,57
0,消化道出血,pc,2018-01-11,57
0,消化道出血,pc,2018-01-12,0
0,消化道出血,pc,2018-01-13,57
0,消化道出血,pc,2018-01-14,57
0,消化道出血,pc,2018-01-15,0
0,消化道出血,pc,2018-01-16,0
0,消化道出血,pc,2018-01-17,0
0,消化道出血,pc,2018-01-18,0
0,消化道出血,pc,2018-01-19,64
0,消化道出血,pc,2018-01-20,0
0,消化道出血,pc,2018-01-21,0
0,消化道出血,pc,2018-01-22,0
0,消化道出血,pc,2018-01-23,0
0,消化道出血,pc,2018-01-24,59
0,消化道出血,pc,2018-01-25,57
0,消化道出血,pc,2018-01-26,59
0,消化道出血,pc,2018-01-27,0
0,消化道出血,pc,2018-01-28,57
0,消化道出血,pc,2018-01-29,0
0,消化道出血,pc,2018-01-30,57
0,消化道出血,pc,2018-01-31,57
0,消化道出血,pc,2018-02-01,57
0,消化道出血,pc,2018-02-02,57
0,消化道出血,pc,2018-02-03,0
0,消化道出血,pc,2018-02-04,57
0,消化道出血,pc,2018-02-05,57
0,消化道出血,pc,2018-02-06,0
0,消化道出血,pc,2018-02-07,59
0,消化道出血,pc,2018-02-08,59
0,消化道出血,pc,2018-02-09,0
0,消化道出血,pc,2018-02-10,0
0,消化道出血,pc,2018-02-11,0
0,消化道出血,pc,2018-02-12,0
0,消化道出血,pc,2018-02-13,0
0,消化道出血,pc,2018-02-14,0
0,消化道出血,pc,2018-02-15,0
0,消化道出血,pc,2018-02-16,0
0,消化道出血,pc,2018-02-17,0
0,消化道出血,pc,2018-02-18,61
0,消化道出血,pc,2018-02-19,0
0,消化道出血,pc,2018-02-20,0
0,消化道出血,pc,2018-02-21,0
0,消化道出血,pc,2018-02-22,0
0,消化道出血,pc,2018-02-23,0
0,消化道出血,pc,2018-02-24,57
0,消化道出血,pc,2018-02-25,0
0,消化道出血,pc,2018-02-26,59
0,消化道出血,pc,2018-02-27,57
0,消化道出血,pc,2018-02-28,0
0,消化道出血,pc,2018-03-01,0
0,消化道出血,pc,2018-03-02,0
0,消化道出血,pc,2018-03-03,0
0,消化道出血,pc,2018-03-04,0
0,消化道出血,pc,2018-03-05,0
0,消化道出血,pc,2018-03-06,57
0,消化道出血,pc,2018-03-07,0
0,消化道出血,pc,2018-03-08,57
0,消化道出血,pc,2018-03-09,57
0,消化道出血,pc,2018-03-10,0
0,消化道出血,pc,2018-03-11,0
0,消化道出血,pc,2018-03-12,0
0,消化道出血,pc,2018-03-13,0
0,消化道出血,pc,2018-03-14,57
0,消化道出血,pc,2018-03-15,59
0,消化道出血,pc,2018-03-16,57
0,消化道出血,pc,2018-03-17,57
0,消化道出血,pc,2018-03-18,0
0,消化道出血,pc,2018-03-19,57
0,消化道出血,pc,2018-03-20,0
0,消化道出血,pc,2018-03-21,59
0,消化道出血,pc,2018-03-22,57
0,消化道出血,pc,2018-03-23,0
0,消化道出血,pc,2018-03-24,57
0,消化道出血,pc,2018-03-25,59
0,消化道出血,pc,2018-03-26,57
0,消化道出血,pc,2018-03-27,0
0,消化道出血,pc,2018-03-28,57
0,消化道出血,pc,2018-03-29,57
0,消化道出血,pc,2018-03-30,61
0,消化道出血,pc,2018-03-31,61
0,消化道出血,pc,2018-04-01,0
0,消化道出血,pc,2018-04-02,57
0,消化道出血,pc,2018-04-03,61
0,消化道出血,pc,2018-04-04,0
0,消化道出血,pc,2018-04-05,57
0,消化道出血,pc,2018-04-06,0
0,消化道出血,pc,2018-04-07,57
0,消化道出血,pc,2018-04-08,61
0,消化道出血,pc,2018-04-09,0
0,消化道出血,pc,2018-04-10,0
0,消化道出血,pc,2018-04-11,57
0,消化道出血,pc,2018-04-12,57
0,消化道出血,pc,2018-04-13,57
0,消化道出血,pc,2018-04-14,57
0,消化道出血,pc,2018-04-15,0
0,消化道出血,pc,2018-04-16,0
0,消化道出血,pc,2018-04-17,57
0,消化道出血,pc,2018-04-18,0
0,消化道出血,pc,2018-04-19,59
0,消化道出血,pc,2018-04-20,61
0,消化道出血,pc,2018-04-21,57
0,消化道出血,pc,2018-04-22,0
0,消化道出血,pc,2018-04-23,57
0,消化道出血,pc,2018-04-24,61
0,消化道出血,pc,2018-04-25,57
0,消化道出血,pc,2018-04-26,57
0,消化道出血,pc,2018-04-27,57
0,消化道出血,pc,2018-04-28,0
0,消化道出血,pc,2018-04-29,57
0,消化道出血,pc,2018-04-30,57
0,消化道出血,pc,2018-05-01,57
0,消化道出血,pc,2018-05-02,0
0,消化道出血,pc,2018-05-03,57
0,消化道出血,pc,2018-05-04,0
0,消化道出血,pc,2018-05-05,57
0,消化道出血,pc,2018-05-06,57
0,消化道出血,pc,2018-05-07,0
0,消化道出血,pc,2018-05-08,0
0,消化道出血,pc,2018-05-09,59
0,消化道出血,pc,2018-05-10,57
0,消化道出血,pc,2018-05-11,0
0,消化道出血,pc,2018-05-12,0
0,消化道出血,pc,2018-05-13,0
0,消化道出血,pc,2018-05-14,61
0,消化道出血,pc,2018-05-15,57
0,消化道出血,pc,2018-05-16,57
0,消化道出血,pc,2018-05-17,61
0,消化道出血,pc,2018-05-18,57
0,消化道出血,pc,2018-05-19,0
0,消化道出血,pc,2018-05-20,0
0,消化道出血,pc,2018-05-21,57
0,消化道出血,pc,2018-05-22,59
0,消化道出血,pc,2018-05-23,61
0,消化道出血,pc,2018-05-24,57
0,消化道出血,pc,2018-05-25,57
0,消化道出血,pc,2018-05-26,57
0,消化道出血,pc,2018-05-27,0
0,消化道出血,pc,2018-05-28,0
0,消化道出血,pc,2018-05-29,59
0,消化道出血,pc,2018-05-30,57
0,消化道出血,pc,2018-05-31,0
0,消化道出血,pc,2018-06-01,0
0,消化道出血,pc,2018-06-02,0
0,消化道出血,pc,2018-06-03,57
0,消化道出血,pc,2018-06-04,0
0,消化道出血,pc,2018-06-05,59
0,消化道出血,pc,2018-06-06,57
0,消化道出血,pc,2018-06-07,57
0,消化道出血,pc,2018-06-08,57
0,消化道出血,pc,2018-06-09,0
0,消化道出血,pc,2018-06-10,0
0,消化道出血,pc,2018-06-11,57
0,消化道出血,pc,2018-06-12,57
0,消化道出血,pc,2018-06-13,63
0,消化道出血,pc,2018-06-14,0
0,消化道出血,pc,2018-06-15,59
0,消化道出血,pc,2018-06-16,57
0,消化道出血,pc,2018-06-17,57
0,消化道出血,pc,2018-06-18,0
0,消化道出血,pc,2018-06-19,57
0,消化道出血,pc,2018-06-20,57
0,消化道出血,pc,2018-06-21,0
0,消化道出血,pc,2018-06-22,57
0,消化道出血,pc,2018-06-23,0
0,消化道出血,pc,2018-06-24,0
0,消化道出血,pc,2018-06-25,0
0,消化道出血,pc,2018-06-26,57
0,消化道出血,pc,2018-06-27,57
0,消化道出血,pc,2018-06-28,57
0,消化道出血,pc,2018-06-29,57
0,消化道出血,pc,2018-06-30,57
0,消化道出血,pc,2018-07-01,0
0,消化道出血,pc,2018-07-02,57
0,消化道出血,pc,2018-07-03,59
0,消化道出血,pc,2018-07-04,59
0,消化道出血,pc,2018-07-05,0
0,消化道出血,pc,2018-07-06,57
0,消化道出血,pc,2018-07-07,59
0,消化道出血,pc,2018-07-08,0
0,消化道出血,pc,2018-07-09,0
0,消化道出血,pc,2018-07-10,63
0,消化道出血,pc,2018-07-11,0
0,消化道出血,pc,2018-07-12,61
0,消化道出血,pc,2018-07-13,57
0,消化道出血,pc,2018-07-14,57
0,消化道出血,pc,2018-07-15,0
0,消化道出血,pc,2018-07-16,0
0,消化道出血,pc,2018-07-17,57
0,消化道出血,pc,2018-07-18,0
0,消化道出血,pc,2018-07-19,0
0,消化道出血,pc,2018-07-20,57
0,消化道出血,pc,2018-07-21,57
0,消化道出血,pc,2018-07-22,57
0,消化道出血,pc,2018-07-23,57
0,消化道出血,pc,2018-07-24,57
0,消化道出血,pc,2018-07-25,61
0,消化道出血,pc,2018-07-26,0
0,消化道出血,pc,2018-07-27,59
0,消化道出血,pc,2018-07-28,57
0,消化道出血,pc,2018-07-29,57
0,消化道出血,pc,2018-07-30,57
0,消化道出血,pc,2018-07-31,59
0,消化道出血,pc,2018-08-01,57
0,消化道出血,pc,2018-08-02,59
0,消化道出血,pc,2018-08-03,57
0,消化道出血,pc,2018-08-04,0
0,消化道出血,pc,2018-08-05,0
0,消化道出血,pc,2018-08-06,0
0,消化道出血,pc,2018-08-07,59
0,消化道出血,pc,2018-08-08,57
0,消化道出血,pc,2018-08-09,0
0,消化道出血,pc,2018-08-10,0
0,消化道出血,pc,2018-08-11,0
0,消化道出血,pc,2018-08-12,59
0,消化道出血,pc,2018-08-13,59
0,消化道出血,pc,2018-08-14,57
0,消化道出血,pc,2018-08-15,59
0,消化道出血,pc,2018-08-16,59
0,消化道出血,pc,2018-08-17,0
0,消化道出血,pc,2018-08-18,57
0,消化道出血,pc,2018-08-19,0
0,消化道出血,pc,2018-08-20,57
0,消化道出血,pc,2018-08-21,57
0,消化道出血,pc,2018-08-22,59
0,消化道出血,pc,2018-08-23,57
0,消化道出血,pc,2018-08-24,0
0,消化道出血,pc,2018-08-25,0
0,消化道出血,wise,2017-10-29,57
0,消化道出血,wise,2017-10-30,66
0,消化道出血,wise,2017-10-31,66
0,消化道出血,wise,2017-11-01,69
0,消化道出血,wise,2017-11-02,61
0,消化道出血,wise,2017-11-03,74
0,消化道出血,wise,2017-11-04,79
0,消化道出血,wise,2017-11-05,66
0,消化道出血,wise,2017-11-06,74
0,消化道出血,wise,2017-11-07,65
0,消化道出血,wise,2017-11-08,82
0,消化道出血,wise,2017-11-09,74
0,消化道出血,wise,2017-11-10,74
0,消化道出血,wise,2017-11-11,61
0,消化道出血,wise,2017-11-12,61
0,消化道出血,wise,2017-11-13,70
0,消化道出血,wise,2017-11-14,70
0,消化道出血,wise,2017-11-15,60
0,消化道出血,wise,2017-11-16,73
0,消化道出血,wise,2017-11-17,66
0,消化道出血,wise,2017-11-18,69
0,消化道出血,wise,2017-11-19,66
0,消化道出血,wise,2017-11-20,67
0,消化道出血,wise,2017-11-21,67
0,消化道出血,wise,2017-11-22,61
0,消化道出血,wise,2017-11-23,67
0,消化道出血,wise,2017-11-24,65
0,消化道出血,wise,2017-11-25,67
0,消化道出血,wise,2017-11-26,66
0,消化道出血,wise,2017-11-27,66
0,消化道出血,wise,2017-11-28,71
0,消化道出血,wise,2017-11-29,71
0,消化道出血,wise,2017-11-30,73
0,消化道出血,wise,2017-12-01,67
0,消化道出血,wise,2017-12-02,70
0,消化道出血,wise,2017-12-03,69
0,消化道出血,wise,2017-12-04,60
0,消化道出血,wise,2017-12-05,71
0,消化道出血,wise,2017-12-06,60
0,消化道出血,wise,2017-12-07,70
0,消化道出血,wise,2017-12-08,66
0,消化道出血,wise,2017-12-09,61
0,消化道出血,wise,2017-12-10,61
0,消化道出血,wise,2017-12-11,63
0,消化道出血,wise,2017-12-12,69
0,消化道出血,wise,2017-12-13,71
0,消化道出血,wise,2017-12-14,67
0,消化道出血,wise,2017-12-15,70
0,消化道出血,wise,2017-12-16,69
0,消化道出血,wise,2017-12-17,69
0,消化道出血,wise,2017-12-18,76
0,消化道出血,wise,2017-12-19,67
0,消化道出血,wise,2017-12-20,78
0,消化道出血,wise,2017-12-21,65
0,消化道出血,wise,2017-12-22,80
0,消化道出血,wise,2017-12-23,73
0,消化道出血,wise,2017-12-24,67
0,消化道出血,wise,2017-12-25,69
0,消化道出血,wise,2017-12-26,58
0,消化道出血,wise,2017-12-27,73
0,消化道出血,wise,2017-12-28,73
0,消化道出血,wise,2017-12-29,63
0,消化道出血,wise,2017-12-30,67
0,消化道出血,wise,2017-12-31,76
0,消化道出血,wise,2018-01-01,73
0,消化道出血,wise,2018-01-02,76
0,消化道出血,wise,2018-01-03,86
0,消化道出血,wise,2018-01-04,67
0,消化道出血,wise,2018-01-05,61
0,消化道出血,wise,2018-01-06,74
0,消化道出血,wise,2018-01-07,79
0,消化道出血,wise,2018-01-08,79
0,消化道出血,wise,2018-01-09,69
0,消化道出血,wise,2018-01-10,66
0,消化道出血,wise,2018-01-11,70
0,消化道出血,wise,2018-01-12,65
0,消化道出血,wise,2018-01-13,66
0,消化道出血,wise,2018-01-14,71
0,消化道出血,wise,2018-01-15,67
0,消化道出血,wise,2018-01-16,69
0,消化道出血,wise,2018-01-17,74
0,消化道出血,wise,2018-01-18,80
0,消化道出血,wise,2018-01-19,63
0,消化道出血,wise,2018-01-20,66
0,消化道出血,wise,2018-01-21,65
0,消化道出血,wise,2018-01-22,73
0,消化道出血,wise,2018-01-23,63
0,消化道出血,wise,2018-01-24,78
0,消化道出血,wise,2018-01-25,76
0,消化道出血,wise,2018-01-26,69
0,消化道出血,wise,2018-01-27,67
0,消化道出血,wise,2018-01-28,63
0,消化道出血,wise,2018-01-29,63
0,消化道出血,wise,2018-01-30,67
0,消化道出血,wise,2018-01-31,58
0,消化道出血,wise,2018-02-01,67
0,消化道出血,wise,2018-02-02,69
0,消化道出血,wise,2018-02-03,80
0,消化道出血,wise,2018-02-04,71
0,消化道出血,wise,2018-02-05,73
0,消化道出血,wise,2018-02-06,61
0,消化道出血,wise,2018-02-07,69
0,消化道出血,wise,2018-02-08,70
0,消化道出血,wise,2018-02-09,69
0,消化道出血,wise,2018-02-10,63
0,消化道出血,wise,2018-02-11,65
0,消化道出血,wise,2018-02-12,73
0,消化道出血,wise,2018-02-13,73
0,消化道出血,wise,2018-02-14,71
0,消化道出血,wise,2018-02-15,63
0,消化道出血,wise,2018-02-16,74
0,消化道出血,wise,2018-02-17,65
0,消化道出血,wise,2018-02-18,63
0,消化道出血,wise,2018-02-19,79
0,消化道出血,wise,2018-02-20,67
0,消化道出血,wise,2018-02-21,73
0,消化道出血,wise,2018-02-22,73
0,消化道出血,wise,2018-02-23,70
0,消化道出血,wise,2018-02-24,66
0,消化道出血,wise,2018-02-25,71
0,消化道出血,wise,2018-02-26,74
0,消化道出血,wise,2018-02-27,71
0,消化道出血,wise,2018-02-28,74
0,消化道出血,wise,2018-03-01,69
0,消化道出血,wise,2018-03-02,79
0,消化道出血,wise,2018-03-03,79
0,消化道出血,wise,2018-03-04,73
0,消化道出血,wise,2018-03-05,67
0,消化道出血,wise,2018-03-06,66
0,消化道出血,wise,2018-03-07,78
0,消化道出血,wise,2018-03-08,65
0,消化道出血,wise,2018-03-09,63
0,消化道出血,wise,2018-03-10,69
0,消化道出血,wise,2018-03-11,63
0,消化道出血,wise,2018-03-12,78
0,消化道出血,wise,2018-03-13,78
0,消化道出血,wise,2018-03-14,74
0,消化道出血,wise,2018-03-15,71
0,消化道出血,wise,2018-03-16,71
0,消化道出血,wise,2018-03-17,70
0,消化道出血,wise,2018-03-18,73
0,消化道出血,wise,2018-03-19,73
0,消化道出血,wise,2018-03-20,63
0,消化道出血,wise,2018-03-21,67
0,消化道出血,wise,2018-03-22,71
0,消化道出血,wise,2018-03-23,67
0,消化道出血,wise,2018-03-24,74
0,消化道出血,wise,2018-03-25,79
0,消化道出血,wise,2018-03-26,65
0,消化道出血,wise,2018-03-27,80
0,消化道出血,wise,2018-03-28,69
0,消化道出血,wise,2018-03-29,74
0,消化道出血,wise,2018-03-30,67
0,消化道出血,wise,2018-03-31,70
0,消化道出血,wise,2018-04-01,71
0,消化道出血,wise,2018-04-02,76
0,消化道出血,wise,2018-04-03,74
0,消化道出血,wise,2018-04-04,76
0,消化道出血,wise,2018-04-05,61
0,消化道出血,wise,2018-04-06,69
0,消化道出血,wise,2018-04-07,67
0,消化道出血,wise,2018-04-08,66
0,消化道出血,wise,2018-04-09,71
0,消化道出血,wise,2018-04-10,73
0,消化道出血,wise,2018-04-11,78
0,消化道出血,wise,2018-04-12,66
0,消化道出血,wise,2018-04-13,76
0,消化道出血,wise,2018-04-14,63
0,消化道出血,wise,2018-04-15,63
0,消化道出血,wise,2018-04-16,66
0,消化道出血,wise,2018-04-17,70
0,消化道出血,wise,2018-04-18,66
0,消化道出血,wise,2018-04-19,65
0,消化道出血,wise,2018-04-20,69
0,消化道出血,wise,2018-04-21,70
0,消化道出血,wise,2018-04-22,63
0,消化道出血,wise,2018-04-23,60
0,消化道出血,wise,2018-04-24,67
0,消化道出血,wise,2018-04-25,79
0,消化道出血,wise,2018-04-26,70
0,消化道出血,wise,2018-04-27,69
0,消化道出血,wise,2018-04-28,76
0,消化道出血,wise,2018-04-29,67
0,消化道出血,wise,2018-04-30,67
0,消化道出血,wise,2018-05-01,61
0,消化道出血,wise,2018-05-02,61
0,消化道出血,wise,2018-05-03,67
0,消化道出血,wise,2018-05-04,67
0,消化道出血,wise,2018-05-05,65
0,消化道出血,wise,2018-05-06,65
0,消化道出血,wise,2018-05-07,60
0,消化道出血,wise,2018-05-08,79
0,消化道出血,wise,2018-05-09,86
0,消化道出血,wise,2018-05-10,65
0,消化道出血,wise,2018-05-11,70
0,消化道出血,wise,2018-05-12,70
0,消化道出血,wise,2018-05-13,63
0,消化道出血,wise,2018-05-14,76
0,消化道出血,wise,2018-05-15,80
0,消化道出血,wise,2018-05-16,79
0,消化道出血,wise,2018-05-17,73
0,消化道出血,wise,2018-05-18,69
0,消化道出血,wise,2018-05-19,65
0,消化道出血,wise,2018-05-20,80
0,消化道出血,wise,2018-05-21,80
0,消化道出血,wise,2018-05-22,92
0,消化道出血,wise,2018-05-23,86
0,消化道出血,wise,2018-05-24,89
0,消化道出血,wise,2018-05-25,86
0,消化道出血,wise,2018-05-26,89
0,消化道出血,wise,2018-05-27,92
0,消化道出血,wise,2018-05-28,71
0,消化道出血,wise,2018-05-29,73
0,消化道出血,wise,2018-05-30,76
0,消化道出血,wise,2018-05-31,74
0,消化道出血,wise,2018-06-01,70
0,消化道出血,wise,2018-06-02,83
0,消化道出血,wise,2018-06-03,76
0,消化道出血,wise,2018-06-04,71
0,消化道出血,wise,2018-06-05,78
0,消化道出血,wise,2018-06-06,80
0,消化道出血,wise,2018-06-07,84
0,消化道出血,wise,2018-06-08,74
0,消化道出血,wise,2018-06-09,70
0,消化道出血,wise,2018-06-10,86
0,消化道出血,wise,2018-06-11,74
0,消化道出血,wise,2018-06-12,74
0,消化道出血,wise,2018-06-13,86
0,消化道出血,wise,2018-06-14,67
0,消化道出血,wise,2018-06-15,83
0,消化道出血,wise,2018-06-16,73
0,消化道出血,wise,2018-06-17,69
0,消化道出血,wise,2018-06-18,79
0,消化道出血,wise,2018-06-19,86
0,消化道出血,wise,2018-06-20,74
0,消化道出血,wise,2018-06-21,93
0,消化道出血,wise,2018-06-22,76
0,消化道出血,wise,2018-06-23,71
0,消化道出血,wise,2018-06-24,65
0,消化道出血,wise,2018-06-25,71
0,消化道出血,wise,2018-06-26,79
0,消化道出血,wise,2018-06-27,79
0,消化道出血,wise,2018-06-28,74
0,消化道出血,wise,2018-06-29,73
0,消化道出血,wise,2018-06-30,74
0,消化道出血,wise,2018-07-01,82
0,消化道出血,wise,2018-07-02,70
0,消化道出血,wise,2018-07-03,78
0,消化道出血,wise,2018-07-04,71
0,消化道出血,wise,2018-07-05,74
0,消化道出血,wise,2018-07-06,73
0,消化道出血,wise,2018-07-07,67
0,消化道出血,wise,2018-07-08,87
0,消化道出血,wise,2018-07-09,71
0,消化道出血,wise,2018-07-10,79
0,消化道出血,wise,2018-07-11,82
0,消化道出血,wise,2018-07-12,87
0,消化道出血,wise,2018-07-13,76
0,消化道出血,wise,2018-07-14,71
0,消化道出血,wise,2018-07-15,73
0,消化道出血,wise,2018-07-16,82
0,消化道出血,wise,2018-07-17,84
0,消化道出血,wise,2018-07-18,79
0,消化道出血,wise,2018-07-19,83
0,消化道出血,wise,2018-07-20,83
0,消化道出血,wise,2018-07-21,84
0,消化道出血,wise,2018-07-22,74
0,消化道出血,wise,2018-07-23,84
0,消化道出血,wise,2018-07-24,79
0,消化道出血,wise,2018-07-25,86
0,消化道出血,wise,2018-07-26,69
0,消化道出血,wise,2018-07-27,76
0,消化道出血,wise,2018-07-28,69
0,消化道出血,wise,2018-07-29,78
0,消化道出血,wise,2018-07-30,78
0,消化道出血,wise,2018-07-31,78
0,消化道出血,wise,2018-08-01,83
0,消化道出血,wise,2018-08-02,83
0,消化道出血,wise,2018-08-03,73
0,消化道出血,wise,2018-08-04,73
0,消化道出血,wise,2018-08-05,70
0,消化道出血,wise,2018-08-06,73
0,消化道出血,wise,2018-08-07,71
0,消化道出血,wise,2018-08-08,89
0,消化道出血,wise,2018-08-09,74
0,消化道出血,wise,2018-08-10,79
0,消化道出血,wise,2018-08-11,74
0,消化道出血,wise,2018-08-12,86
0,消化道出血,wise,2018-08-13,97
0,消化道出血,wise,2018-08-14,76
0,消化道出血,wise,2018-08-15,74
0,消化道出血,wise,2018-08-16,70
0,消化道出血,wise,2018-08-17,71
0,消化道出血,wise,2018-08-18,76
0,消化道出血,wise,2018-08-19,70
0,消化道出血,wise,2018-08-20,79
0,消化道出血,wise,2018-08-21,71
0,消化道出血,wise,2018-08-22,87
0,消化道出血,wise,2018-08-23,79
0,消化道出血,wise,2018-08-24,70
0,消化道出血,wise,2018-08-25,82
0,幽门螺杆菌,all,2018-08-26,359
0,幽门螺杆菌,all,2018-08-27,534
0,幽门螺杆菌,all,2018-08-28,544
